market_id,volatility_std,volatility_range,horizon_count_used,n_tidy_rows,mean_abs_error_last_trade,median_abs_error_last_trade,mean_brier_last_trade,median_brier_last_trade,n_isotonic_rows,mean_abs_isotonic_gap,median_abs_isotonic_gap,mean_signed_isotonic_gap,share_positive_isotonic_gap
1430643,,,0,27,,,,,,,,,
1482066,,,0,27,,,,,,,,,
1730617,0.008441682459289973,0.034999999999999976,27,27,0.46481481481481485,0.465,0.21612407407407408,0.216225,27.0,0.017385540869867735,0.015487804878048794,-0.006852381147497051,0.37037037037037035
1880849,0.0,0.0,7,27,0.495,0.495,0.245025,0.245025,7.0,0.0028923468704639766,0.0035695708712614183,0.0028923468704639766,1.0
1649602,0.0,0.0,14,27,0.505,0.505,0.255025,0.255025,14.0,0.0030350241619589357,0.0032552727383074465,0.003008020031915518,0.9285714285714286
1111853,,,0,27,,,,,,,,,
1405398,,,0,27,,,,,,,,,
1243282,,,0,27,,,,,,,,,
1358313,,,0,27,,,,,,,,,
679268,0.01924679083577299,0.08000000000000007,27,27,0.464074074074074,0.4549999999999999,0.2157351851851851,0.2070249999999999,27.0,0.02486226662627707,0.02376811594202899,0.01626817509727773,0.7777777777777778
1269178,,,0,27,,,,,,,,,
1136858,,,0,27,,,,,,,,,
1419260,,,0,27,,,,,,,,,
1169303,,,0,27,,,,,,,,,
1148920,,,0,27,,,,,,,,,
1277630,,,0,27,,,,,,,,,
1448264,,,0,27,,,,,,,,,
1793928,0.0,0.0,7,27,0.495,0.495,0.245025,0.245025,7.0,0.0028923468704639766,0.0035695708712614183,0.0028923468704639766,1.0
1339201,,,0,27,,,,,,,,,
1783497,1.1102230246251565e-16,0.0,27,27,0.0004999999999999,0.0004999999999999,2.4999999999994493e-07,2.4999999999994493e-07,27.0,0.0004999999999999449,0.0004999999999999449,-0.0004999999999999449,0.0
1214287,,,0,27,,,,,,,,,
1120828,,,0,27,,,,,,,,,
1745472,0.0,0.0,7,27,0.505,0.505,0.255025,0.255025,7.0,0.0028923468704639766,0.0035695708712614183,0.0028923468704639766,1.0
1187914,,,0,27,,,,,,,,,
1272235,,,0,27,,,,,,,,,
1188163,,,0,27,,,,,,,,,
1542017,0.0021436735005167106,0.010000000000000009,27,27,0.23981481481481481,0.24,0.05751574074074072,0.0576,27.0,0.04482198156506033,0.035862068965517246,-0.04482198156506033,0.0
1352953,,,0,27,,,,,,,,,
1349859,,,0,27,,,,,,,,,
1271603,,,0,27,,,,,,,,,
1348471,,,0,27,,,,,,,,,
1312591,,,0,27,,,,,,,,,
1298357,,,0,27,,,,,,,,,
1229583,,,0,27,,,,,,,,,
1324417,,,0,27,,,,,,,,,
1401499,,,0,27,,,,,,,,,
1167939,,,0,27,,,,,,,,,
1334995,,,0,27,,,,,,,,,
1790414,0.06080478782318234,0.18000000000000005,12,27,0.5033333333333333,0.47,0.2570416666666666,0.22092499999999993,12.0,0.025821755863923847,0.025280373831775643,-0.015417457785803265,0.25
1480170,,,0,27,,,,,,,,,
920285,0.005545051798793508,0.02849999999999997,27,27,0.0122592592592592,0.012,0.00018103703703699985,0.000144,27.0,0.012259259259259237,0.01200000000000001,-0.012259259259259237,0.0
1368028,,,0,27,,,,,,,,,
1391191,,,0,27,,,,,,,,,
1183281,,,0,27,,,,,,,,,
1382239,,,0,27,,,,,,,,,
1730640,0.00808052749232275,0.035,27,27,0.15703703703703706,0.155,0.024725925925925922,0.024025,27.0,0.06737568090928871,0.06198113207547171,-0.06737568090928871,0.0
1483848,,,0,27,,,,,,,,,
1717401,0.0,0.0,26,27,0.5,0.5,0.25,0.25,26.0,0.0031898309513491005,0.002804772368543207,-0.0014996630571748114,0.19230769230769232
1702545,0.00988965179468052,0.030000000000000027,27,27,0.5035185185185186,0.495,0.2536287037037037,0.245025,27.0,0.0077428121794118005,0.006315789473684219,-0.0030456944468899368,0.4444444444444444
1849661,0.06834462418011375,0.17500000000000004,27,27,0.41555555555555557,0.37,0.17735740740740738,0.1369,27.0,0.028011842501384866,0.020000000000000018,-0.013257442466257987,0.4074074074074074
1327318,,,0,27,,,,,,,,,
1491648,,,0,27,,,,,,,,,
1294600,,,0,27,,,,,,,,,
996345,,,0,27,,,,,,,,,
1483759,,,0,27,,,,,,,,,
1408438,,,0,27,,,,,,,,,
1522374,0.0,0.0,26,27,0.5,0.5,0.25,0.25,26.0,0.0031898309513491005,0.002804772368543207,-0.0014996630571748114,0.19230769230769232
1392274,,,0,27,,,,,,,,,
1148644,,,0,27,,,,,,,,,
1370718,,,0,27,,,,,,,,,
1707325,0.0,0.0,26,27,0.5,0.5,0.25,0.25,26.0,0.0031898309513491005,0.002804772368543207,-0.0014996630571748114,0.19230769230769232
1307300,,,0,27,,,,,,,,,
1383354,,,0,27,,,,,,,,,
1386262,,,0,27,,,,,,,,,
654429,,,0,27,,,,,,,,,
1214538,,,0,27,,,,,,,,,
1379649,,,0,27,,,,,,,,,
1663039,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1794136,0.0,0.0,7,27,0.495,0.495,0.245025,0.245025,7.0,0.0028923468704639766,0.0035695708712614183,0.0028923468704639766,1.0
1397512,,,0,27,,,,,,,,,
1475728,,,0,27,,,,,,,,,
1252908,,,0,27,,,,,,,,,
1648968,0.0,0.0,16,27,0.505,0.505,0.255025,0.255025,16.0,0.002997159213079581,0.0032552727383074465,0.0029735305992915906,0.9375
1195822,,,0,27,,,,,,,,,
1258895,,,0,27,,,,,,,,,
1733547,0.004906533814626586,0.025000000000000022,27,27,0.1949999999999999,0.1949999999999999,0.03804907407407398,0.0380249999999999,27.0,0.0435706637115,0.04499999999999993,0.020064253183812903,0.7037037037037037
1366476,,,0,27,,,,,,,,,
1309690,,,0,27,,,,,,,,,
1449279,,,0,27,,,,,,,,,
1483947,,,0,27,,,,,,,,,
1364724,,,0,27,,,,,,,,,
1390926,,,0,27,,,,,,,,,
1721203,0.01051486634561362,0.03499999999999999,27,27,0.12925925925925927,0.13,0.016818518518518517,0.0169,27.0,0.04947806783002835,0.04863636363636363,-0.04947806783002835,0.0
1378566,,,0,27,,,,,,,,,
1353435,,,0,27,,,,,,,,,
1714078,0.0,0.0,26,27,0.5,0.5,0.25,0.25,26.0,0.0031898309513491005,0.002804772368543207,-0.0014996630571748114,0.19230769230769232
1148411,,,0,27,,,,,,,,,
1382405,,,0,27,,,,,,,,,
1271072,,,0,27,,,,,,,,,
1786401,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1405218,,,0,27,,,,,,,,,
1372377,,,0,27,,,,,,,,,
1800300,0.008426149773176366,0.03500000000000003,20,27,0.503,0.505,0.25308,0.255025,20.0,0.005740270346157733,0.005582304060133325,-0.0005962561531269895,0.5
1436209,,,0,27,,,,,,,,,
1452469,,,0,27,,,,,,,,,
1282168,,,0,27,,,,,,,,,
1492694,,,0,27,,,,,,,,,
1194002,,,0,27,,,,,,,,,
1265911,,,0,27,,,,,,,,,
1423826,,,0,27,,,,,,,,,
1496255,,,0,27,,,,,,,,,
1362272,,,0,27,,,,,,,,,
1432355,,,0,27,,,,,,,,,
1490017,,,0,27,,,,,,,,,
1317106,,,0,27,,,,,,,,,
1165864,,,0,27,,,,,,,,,
1391201,,,0,27,,,,,,,,,
1282716,,,0,27,,,,,,,,,
1181211,,,0,27,,,,,,,,,
1232252,,,0,27,,,,,,,,,
1210960,,,0,27,,,,,,,,,
1403016,,,0,27,,,,,,,,,
1415284,,,0,27,,,,,,,,,
1441733,,,0,27,,,,,,,,,
1093244,,,0,27,,,,,,,,,
1414739,,,0,27,,,,,,,,,
1686472,0.004382281320814534,0.010000000000000009,27,27,0.3024074074074074,0.305,0.09146944444444441,0.093025,27.0,0.05332025864138628,0.05611111111111111,-0.05332025864138628,0.0
1140308,,,0,27,,,,,,,,,
1348369,,,0,27,,,,,,,,,
540265,,,0,27,,,,,,,,,
1640681,0.0,0.0,9,27,0.505,0.505,0.255025,0.255025,9.0,0.0025932566239126814,0.0029409746053534747,0.0025932566239126814,1.0
1491364,,,0,27,,,,,,,,,
1369865,,,0,27,,,,,,,,,
1146999,,,0,27,,,,,,,,,
1152208,,,0,27,,,,,,,,,
1134450,,,0,27,,,,,,,,,
1475765,0.016319428027309856,0.05500000000000005,27,27,0.35351851851851845,0.355,0.12524166666666658,0.126025,27.0,0.03978362049643357,0.03954545454545455,0.02428799759379482,0.7037037037037037
1482257,,,0,27,,,,,,,,,
1472031,,,0,27,,,,,,,,,
1164035,,,0,27,,,,,,,,,
1236754,,,0,27,,,,,,,,,
1116916,,,0,27,,,,,,,,,
1364673,,,0,27,,,,,,,,,
1138390,,,0,27,,,,,,,,,
1837179,,,0,27,,,,,,,,,
1058066,,,0,27,,,,,,,,,
1386766,,,0,27,,,,,,,,,
1462146,,,0,27,,,,,,,,,
1452905,,,0,27,,,,,,,,,
1378923,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1798749,0.009140780887664634,0.025000000000000022,23,27,0.4784782608695652,0.48,0.22902499999999992,0.2304,23.0,0.013970463308155219,0.013069306930693081,0.007053355907791048,0.782608695652174
541583,,,0,27,,,,,,,,,
1030648,,,0,27,,,,,,,,,
1129275,,,0,27,,,,,,,,,
1432255,,,0,27,,,,,,,,,
1711548,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1255423,,,0,27,,,,,,,,,
1356175,,,0,27,,,,,,,,,
1137150,,,0,27,,,,,,,,,
1236194,,,0,27,,,,,,,,,
1344797,,,0,27,,,,,,,,,
1128114,,,0,27,,,,,,,,,
1119395,,,0,27,,,,,,,,,
1376441,,,0,27,,,,,,,,,
1317702,,,0,27,,,,,,,,,
1168347,,,0,27,,,,,,,,,
1351539,,,0,27,,,,,,,,,
1334595,,,0,27,,,,,,,,,
1882377,0.014142135623730963,0.040000000000000036,4,27,0.525,0.525,0.275825,0.275625,4.0,0.014098176402280865,0.015623427133379109,0.002910233139869517,0.75
1449760,,,0,27,,,,,,,,,
1364048,,,0,27,,,,,,,,,
540241,,,0,27,,,,,,,,,
1167940,,,0,27,,,,,,,,,
1227173,,,0,27,,,,,,,,,
1151585,,,0,27,,,,,,,,,
1593114,0.004213250442347436,0.010000000000000009,26,27,0.4973076923076923,0.495,0.2473326923076923,0.245025,26.0,0.005043045975228112,0.004418425912417867,0.0005499330378766551,0.5769230769230769
1384134,,,0,27,,,,,,,,,
1093240,,,0,27,,,,,,,,,
1032314,,,0,27,,,,,,,,,
1777573,0.0005826715823167591,0.0025000000000000577,27,27,0.0007777777777776816,0.0004999999999999,9.44444444444372e-07,2.4999999999994493e-07,27.0,0.000777777777777725,0.0004999999999999449,-0.000777777777777725,0.0
1266384,,,0,27,,,,,,,,,
1730483,0.0,0.0,11,27,0.505,0.505,0.255025,0.255025,11.0,0.0026116163717399906,0.0029409746053534747,0.002577247478957459,0.9090909090909091
1261318,,,0,27,,,,,,,,,
1350339,,,0,27,,,,,,,,,
1159567,,,0,27,,,,,,,,,
1351370,,,0,27,,,,,,,,,
1344619,,,0,27,,,,,,,,,
1278072,,,0,27,,,,,,,,,
1415014,,,0,27,,,,,,,,,
1259505,,,0,27,,,,,,,,,
1297322,,,0,27,,,,,,,,,
1420449,,,0,27,,,,,,,,,
1483266,,,0,27,,,,,,,,,
1476644,,,0,27,,,,,,,,,
1223822,,,0,27,,,,,,,,,
1785813,0.0025000000000000022,0.0050000000000000044,22,27,0.5025,0.5025,0.2525125,0.25251250000000003,22.0,0.002913516499745977,0.002633011239597305,-0.000752269158240408,0.36363636363636365
1490752,,,0,27,,,,,,,,,
1732993,0.023492987016500818,0.125,27,27,0.3840740740740741,0.38,0.14806481481481482,0.1444,27.0,0.030164268566634886,0.031016949152542383,0.028090374732817572,0.8518518518518519
1251717,,,0,27,,,,,,,,,
1469109,,,0,27,,,,,,,,,
1305377,,,0,27,,,,,,,,,
1380884,,,0,27,,,,,,,,,
1474127,,,0,27,,,,,,,,,
1304664,,,0,27,,,,,,,,,
1317973,,,0,27,,,,,,,,,
890754,0.0010327291476739768,0.0055,27,27,0.0008703703703703704,0.0005,1.8240740740740743e-06,2.5e-07,27.0,0.0006931596668438774,0.0005,0.0006931596668438774,1.0
658943,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1429434,,,0,27,,,,,,,,,
1334215,,,0,27,,,,,,,,,
1293969,,,0,27,,,,,,,,,
1476494,,,0,27,,,,,,,,,
1225761,,,0,27,,,,,,,,,
1159566,,,0,27,,,,,,,,,
1306180,,,0,27,,,,,,,,,
1417961,,,0,27,,,,,,,,,
1437360,,,0,27,,,,,,,,,
1363349,,,0,27,,,,,,,,,
1430665,,,0,27,,,,,,,,,
1409417,,,0,27,,,,,,,,,
1770754,1.1102230246251565e-16,0.0,20,27,0.505,0.505,0.255025,0.255025,20.0,0.0028616831237811722,0.0024358338373302035,0.0019358268099480991,0.8
1164034,,,0,27,,,,,,,,,
1211832,,,0,27,,,,,,,,,
1359287,,,0,27,,,,,,,,,
1492632,,,0,27,,,,,,,,,
1191044,,,0,27,,,,,,,,,
1403392,,,0,27,,,,,,,,,
1157226,,,0,27,,,,,,,,,
1311958,,,0,27,,,,,,,,,
1721115,1.1102230246251565e-16,0.0,27,27,0.0004999999999999,0.0004999999999999,2.4999999999994493e-07,2.4999999999994493e-07,27.0,0.0004999999999999449,0.0004999999999999449,-0.0004999999999999449,0.0
1393193,,,0,27,,,,,,,,,
1477370,,,0,27,,,,,,,,,
1364600,,,0,27,,,,,,,,,
1890466,0.0,0.0,12,27,0.505,0.505,0.255025,0.255025,12.0,0.002490280483080365,0.0023669887604026996,0.0024587756646963776,0.9166666666666666
1483261,,,0,27,,,,,,,,,
1417752,,,0,27,,,,,,,,,
1311545,,,0,27,,,,,,,,,
1279294,,,0,27,,,,,,,,,
1199143,,,0,27,,,,,,,,,
1141728,,,0,27,,,,,,,,,
1231344,,,0,27,,,,,,,,,
1790223,0.0,0.0,13,27,0.495,0.495,0.245025,0.245025,13.0,0.002701590001613813,0.0029409746053534747,0.002672508630797825,0.9230769230769231
1317150,,,0,27,,,,,,,,,
1190104,,,0,27,,,,,,,,,
1499956,,,0,27,,,,,,,,,
1532620,0.0,0.0,11,27,0.49500000000000005,0.495,0.24502500000000002,0.245025,11.0,0.0026116163717399906,0.0029409746053534747,0.002577247478957459,0.9090909090909091
1265649,,,0,27,,,,,,,,,
1545859,0.0029814239699997194,0.0145,27,27,0.003333333333333333,0.0025,2e-05,6.25e-06,27.0,0.002701211614732781,0.0025,0.0021483299489165096,0.8518518518518519
1305357,,,0,27,,,,,,,,,
1785167,0.007722747681883316,0.030000000000000027,23,27,0.5315217391304349,0.535,0.282575,0.286225,23.0,0.01964372702941555,0.019576271186440675,0.015142680387554064,0.8260869565217391
1281763,,,0,27,,,,,,,,,
1063279,,,0,27,,,,,,,,,
1128301,,,0,27,,,,,,,,,
1393700,,,0,27,,,,,,,,,
1460363,,,0,27,,,,,,,,,
1327915,,,0,27,,,,,,,,,
1127973,,,0,27,,,,,,,,,
1063266,,,0,27,,,,,,,,,
1365162,,,0,27,,,,,,,,,
1443605,,,0,27,,,,,,,,,
1224867,,,0,27,,,,,,,,,
1367471,,,0,27,,,,,,,,,
1164263,,,0,27,,,,,,,,,
1386057,,,0,27,,,,,,,,,
1623296,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1747981,1.1102230246251565e-16,0.0,27,27,0.0004999999999999,0.0004999999999999,2.4999999999994493e-07,2.4999999999994493e-07,27.0,0.0004999999999999449,0.0004999999999999449,-0.0004999999999999449,0.0
1288114,,,0,27,,,,,,,,,
1475780,0.00862255313097986,0.04000000000000001,27,27,0.22685185185185186,0.225,0.05153611111111107,0.050625,27.0,0.03308304000126254,0.024999999999999994,-0.02981117164167488,0.1111111111111111
1475913,,,0,27,,,,,,,,,
1692090,0.030832082056692463,0.15500000000000003,27,27,0.606111111111111,0.6,0.3683212962962963,0.36,27.0,0.023631750975885383,0.022727272727272707,-0.023031812194128417,0.07407407407407407
1723457,0.0,0.0,24,27,0.49499999999999994,0.495,0.24502499999999997,0.245025,24.0,0.0032360939402243986,0.0032552727383074465,0.002097514619135705,0.7916666666666666
1311651,,,0,27,,,,,,,,,
1148917,,,0,27,,,,,,,,,
1683660,1.1102230246251565e-16,0.0,27,27,0.0004999999999999,0.0004999999999999,2.4999999999994493e-07,2.4999999999994493e-07,27.0,0.0004999999999999449,0.0004999999999999449,-0.0004999999999999449,0.0
1030242,,,0,27,,,,,,,,,
1386475,,,0,27,,,,,,,,,
1725761,0.0,0.0,19,27,0.505,0.505,0.255025,0.255025,19.0,0.002913312027929964,0.0029409746053534747,0.0021366984286271644,0.8421052631578947
1280220,,,0,27,,,,,,,,,
1142326,,,0,27,,,,,,,,,
1353254,,,0,27,,,,,,,,,
1270430,,,0,27,,,,,,,,,
1200131,,,0,27,,,,,,,,,
1205231,,,0,27,,,,,,,,,
658996,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1242965,,,0,27,,,,,,,,,
1757002,0.0,0.0,15,27,0.495,0.495,0.245025,0.245025,15.0,0.0031281867585018163,0.0035695708712614183,0.0031029829037946266,0.9333333333333333
1730836,1.1102230246251565e-16,0.0,10,27,0.495,0.495,0.245025,0.245025,10.0,0.0023528338525518055,0.0023669887604026996,0.002315028070491021,0.9
1238566,,,0,27,,,,,,,,,
1396021,,,0,27,,,,,,,,,
1148942,,,0,27,,,,,,,,,
1729927,0.0,0.0,12,27,0.505,0.505,0.255025,0.255025,12.0,0.002490280483080365,0.0023669887604026996,0.0024587756646963776,0.9166666666666666
1793950,0.0,0.0,7,27,0.495,0.495,0.245025,0.245025,7.0,0.0028923468704639766,0.0035695708712614183,0.0028923468704639766,1.0
1225186,,,0,27,,,,,,,,,
1232403,,,0,27,,,,,,,,,
1269314,,,0,27,,,,,,,,,
1623297,0.0,0.0,27,27,0.0005,0.0005,2.5e-07,2.5e-07,27.0,0.0005,0.0005,0.0005,1.0
1305907,,,0,27,,,,,,,,,
1482747,,,0,27,,,,,,,,,
1300918,,,0,27,,,,,,,,,
1105584,,,0,27,,,,,,,,,
1112287,,,0,27,,,,,,,,,
1217485,,,0,27,,,,,,,,,
1340424,,,0,27,,,,,,,,,
1741526,0.0,0.0,15,27,0.505,0.505,0.255025,0.255025,15.0,0.0031281867585018163,0.0035695708712614183,0.0031029829037946266,0.9333333333333333
1662858,0.0326642835277516,0.132,27,27,0.02962962962962963,0.0135,0.001944870370370363,0.0001822499999999,27.0,0.011373678897123794,0.006760663507109004,-0.0024654618754513294,0.5185185185185185
1213371,,,0,27,,,,,,,,,
1378209,,,0,27,,,,,,,,,
1305578,,,0,27,,,,,,,,,
1287860,,,0,27,,,,,,,,,
1400384,,,0,27,,,,,,,,,
1861681,1.1102230246251565e-16,0.0,10,27,0.495,0.495,0.245025,0.245025,10.0,0.0023528338525518055,0.0023669887604026996,0.002315028070491021,0.9
1269674,,,0,27,,,,,,,,,
1408337,,,0,27,,,,,,,,,
1817183,0.004157397096415494,0.010000000000000009,9,27,0.5027777777777778,0.505,0.25280277777777777,0.255025,9.0,0.005871828158746502,0.006259445843828759,-0.005184521153865103,0.2222222222222222
1311145,,,0,27,,,,,,,,,
1389633,,,0,27,,,,,,,,,
1448434,,,0,27,,,,,,,,,
1477243,,,0,27,,,,,,,,,
1194984,,,0,27,,,,,,,,,
1791965,0.0018040060614705517,0.0050000000000000044,26,27,0.5007692307692307,0.5,0.25077307692307693,0.25,26.0,0.0032409647886101067,0.0031857770232867066,-0.0022688938264055812,0.15384615384615385
1688322,0.00018885257457751056,0.001,27,27,0.000537037037037037,0.0005,3.2407407407407406e-07,2.5e-07,27.0,0.000537037037037037,0.0005,0.000537037037037037,1.0
1662854,0.09352530228420829,0.285,27,27,0.35259259259259257,0.37,0.1330685185185185,0.1369,27.0,0.031240352222038692,0.030714285714285694,-0.028635906986319043,0.14814814814814814
1139984,,,0,27,,,,,,,,,
1151038,,,0,27,,,,,,,,,
1723165,0.0,0.0,24,27,0.505,0.505,0.255025,0.255025,24.0,0.0032360939402243986,0.0032552727383074465,0.002097514619135705,0.7916666666666666
1216660,,,0,27,,,,,,,,,
1225200,,,0,27,,,,,,,,,
